,status_id,screen_name_x,account.type,class_type
12218,1210767257011290114,human#10,human,human
12219,1060561063157030913,human#10,human,human
12220,1191553504168402944,human#4,human,human
12221,1221279735403044865,bot#3,bot,gpt2
12222,1262533462721847296,human#4,human,human
12223,1634349237730435072,human#17,human,human
12224,1139549052196941824,human#10,human,human
12225,1191731939759284225,bot#10,bot,others
12226,1196634663743361025,human#12,human,human
12227,1221659243750707200,human#11,human,human
12228,1079458177597370368,human#10,human,human
12229,1222008466971250688,human#6,human,human
12230,1208873492025925632,human#12,human,human
12231,1220265398798635008,bot#4,bot,gpt2
12232,1225902059574173696,human#13,human,human
12233,1106193641683353600,human#10,human,human
12234,1182053379641466880,human#10,human,human
12235,1593099276917227520,human#17,human,human
12236,1369007776152752128,bot#24,bot,gpt3
12237,1417937687970000901,bot#1,bot,gpt3
12238,875704816395223040,bot#20,bot,rnn
12239,1653076512646610958,human#5,human,human
12240,1217686449144942592,bot#3,bot,gpt2
12241,1602680245521448961,human#1,human,human
12242,1243581263191191552,human#9,human,human
12243,1213819725341347840,bot#12,bot,rnn
12244,718132510740230145,human#8,human,human
12245,1181985309518684162,bot#14,bot,gpt2
12246,1133671613579182081,bot#12,bot,rnn
12247,1372955730798538755,bot#24,bot,gpt3
12248,1243290500867620864,human#4,human,human
12249,1225872068832628737,human#12,human,human
12250,1198311771494375424,bot#17,bot,gpt2
12251,1304117434333442049,bot#1,bot,gpt3
12252,1212383727663271937,human#7,human,human
12253,1588944535073468417,human#17,human,human
12254,936716696651317248,bot#11,bot,others
12255,1197890132688412677,human#2,human,human
12256,1168440331785736193,human#4,human,human
12257,1200968509460750337,bot#4,bot,gpt2
12258,1064298732668108800,human#10,human,human
12259,1432109134439239686,bot#24,bot,gpt3
12260,1229064138820931586,human#12,human,human
12261,1619419896827240453,bot#8,bot,gpt3
12262,1211675597388185602,bot#12,bot,rnn
12263,978650064473108480,human#8,human,human
12264,1175122371218423808,human#9,human,human
12265,928122070730391553,bot#11,bot,others
12266,1435787888978010119,bot#24,bot,gpt3
12267,1165833533178302464,bot#12,bot,rnn
12268,1193227613910601728,human#10,human,human
12269,1211439631780261888,bot#4,bot,gpt2
12270,1174156236784193536,human#10,human,human
12271,1205709499031576576,bot#4,bot,gpt2
12272,879453684987572226,human#4,human,human
12273,1578433991287635969,human#17,human,human
12274,1192973061995155457,bot#11,bot,others
12275,1208897772243406848,human#10,human,human
12276,1630842043743494144,bot#23,bot,chatgpt
12277,1136248876183146497,bot#22,bot,gpt2
12278,1221075143117721600,human#12,human,human
12279,747822359420166144,bot#16,bot,rnn
12280,1169487611196399617,bot#12,bot,rnn
12281,997261133852520449,bot#11,bot,others
12282,1655645606826893313,bot#23,bot,chatgpt
12283,1252556676818968576,human#12,human,human
12284,1084188890888433664,human#4,human,human
12285,1094040331471904773,bot#11,bot,others
12286,1214830722546044928,bot#4,bot,gpt2
12287,1207568534357696513,bot#12,bot,rnn
12288,1083819454914486272,human#10,human,human
12289,1205279413509619712,human#3,human,human
12290,1196067717171863553,bot#4,bot,gpt2
12291,1200925125169864709,human#12,human,human
12292,1192864942753345536,human#10,human,human
12293,1198526701954686978,bot#10,bot,others
12294,1205466786596106243,bot#17,bot,gpt2
12295,1200928291085004800,bot#17,bot,gpt2
12296,1181056583909826561,bot#10,bot,others
12297,1194946652223746048,human#12,human,human
12298,1224424729190322179,human#6,human,human
12299,1229646775226552321,bot#10,bot,others
12300,1194703766303338496,bot#12,bot,rnn
12301,1208182030128701441,human#7,human,human
12302,1378375036789260301,bot#24,bot,gpt3
12303,1199764860780699648,bot#10,bot,others
12304,1230143683699175424,human#12,human,human
12305,1214926675089207298,human#2,human,human
12306,899313725483692038,human#4,human,human
12307,1409980917607813125,bot#24,bot,gpt3
12308,1244368631250722818,bot#1,bot,gpt3
12309,1215857599301804032,bot#4,bot,gpt2
12310,1228558082759954432,bot#3,bot,gpt2
12311,1112728343986659328,human#10,human,human
12312,916874280528502784,human#4,human,human
12313,1226744893218754560,bot#12,bot,rnn
12314,1138654445015691264,bot#12,bot,rnn
12315,1192424208946515968,bot#4,bot,gpt2
12316,1212853358068785152,bot#12,bot,rnn
12317,1139318823268392960,bot#12,bot,rnn
12318,1372955826625810434,bot#24,bot,gpt3
12319,1244361209543102466,bot#1,bot,gpt3
12320,1050813098100228096,human#11,human,human
12321,1168155295052423173,bot#2,bot,gpt2
12322,1199091814340472832,human#12,human,human
12323,1279160285132136455,human#12,human,human
12324,1009068574982324224,human#10,human,human
12325,1206541769829040128,bot#12,bot,rnn
12326,1223048262934040577,bot#9,bot,gpt2
12327,708638766873899008,human#4,human,human
12328,1198961823166300160,bot#12,bot,rnn
12329,821129786919505920,human#8,human,human
12330,1208746295508078593,bot#12,bot,rnn
12331,1051677573489410048,human#10,human,human
12332,940098979143888897,bot#11,bot,others
12333,927061730781306880,human#8,human,human
12334,1136295903663276033,human#10,human,human
12335,1196595947603558400,bot#4,bot,gpt2
12336,1176128281906749440,human#2,human,human
12337,1158344184601837570,bot#12,bot,rnn
12338,1017423615216607232,human#10,human,human
12339,1225514003771858946,human#7,human,human
12340,1202840091757953026,bot#4,bot,gpt2
12341,1204065452017668096,bot#12,bot,rnn
12342,1262782262531235842,human#9,human,human
12343,1219832059662872576,bot#13,bot,gpt2
12344,1420496893918994439,bot#1,bot,gpt3
12345,1490965358076780545,human#17,human,human
12346,1212530330206212101,human#7,human,human
12347,1206151754997489664,bot#17,bot,gpt2
12348,1567193376155484160,bot#1,bot,gpt3
12349,1624823822112235524,human#1,human,human
12350,1226294644641845251,bot#14,bot,gpt2
12351,1253030166110113793,bot#1,bot,gpt3
12352,1214672292673753088,human#7,human,human
12353,1211164982387171332,bot#10,bot,others
12354,1200643341278482432,bot#17,bot,gpt2
12355,1611817968962310145,human#1,human,human
12356,790261039615049728,human#4,human,human
12357,1219865401502380032,human#7,human,human
12358,1215491322301169670,human#7,human,human
12359,1228397353368875008,human#7,human,human
12360,1130187206272749568,human#4,human,human
12361,1123800400581287936,human#10,human,human
12362,1405572202473439239,bot#24,bot,gpt3
12363,1205542557138194434,bot#17,bot,gpt2
12364,1164474578644549634,bot#12,bot,rnn
12365,880087819208753157,bot#20,bot,rnn
12366,1224699832901799939,human#12,human,human
12367,1137012930761805825,human#10,human,human
12368,1204284358309187586,bot#4,bot,gpt2
12369,1163266619990085634,bot#12,bot,rnn
12370,705604837581459456,bot#16,bot,rnn
12371,1148593815948861440,human#2,human,human
12372,1222094248490569728,bot#12,bot,rnn
12373,1205468357610409984,human#12,human,human
12374,943843644745728000,bot#11,bot,others
12375,1186338645822697472,bot#12,bot,rnn
12376,734307632375336960,human#4,human,human
12377,1438310856513699843,bot#24,bot,gpt3
12378,1606315859886096390,human#1,human,human
12379,935961707796561920,bot#11,bot,others
12380,1321462882022891520,bot#1,bot,gpt3
12381,1492605816809177090,human#17,human,human
12382,1122618782298468352,bot#12,bot,rnn
12383,1524651911344889856,human#17,human,human
12384,1180219037948596224,bot#4,bot,gpt2
12385,1076552830524313600,human#15,human,human
12386,1500244233659174912,human#17,human,human
12387,938256833126338561,bot#11,bot,others
12388,1033250105736888322,human#4,human,human
12389,1043940128438153216,human#4,human,human
12390,1130472158398803968,human#10,human,human
12391,1624943814723919873,bot#8,bot,gpt3
12392,1598744022767603712,human#1,human,human
12393,1222867057466843141,bot#9,bot,gpt2
12394,1197814261407342592,bot#12,bot,rnn
12395,1207689330229071873,bot#12,bot,rnn
12396,1631351801529384960,bot#23,bot,chatgpt
12397,1576310800850960384,human#17,human,human
12398,1247300199795396608,bot#1,bot,gpt3
12399,1655645649243889664,bot#23,bot,chatgpt
12400,1225196519327924224,human#6,human,human
12401,1205125536432959489,human#12,human,human
12402,1118964706679508992,bot#12,bot,rnn
12403,1207201744540852224,bot#4,bot,gpt2
12404,1188482773356445696,bot#12,bot,rnn
12405,1191049687396044800,bot#12,bot,rnn
12406,943390659070763008,bot#11,bot,others
12407,1199226035453202432,bot#17,bot,gpt2
12408,1186791629463515141,bot#12,bot,rnn
12409,975647877837021185,human#4,human,human
12410,1349875234388627457,bot#24,bot,gpt3
12411,946501151670779904,bot#11,bot,others
12412,1497803775783829505,human#17,human,human
12413,1019805625419673601,human#10,human,human
12414,1257744761424838656,human#9,human,human
12415,1220073651523018755,bot#14,bot,gpt2
12416,1217446367922028545,bot#10,bot,others
12417,1176330448726712320,bot#10,bot,others
12418,1149531699698524160,human#10,human,human
12419,1223372134820372480,human#10,human,human
12420,1119085502324363265,bot#12,bot,rnn
12421,1220327641364029440,human#12,human,human
12422,1210377040123187200,bot#12,bot,rnn
12423,1180878496224038914,human#5,human,human
12424,1225781294291808256,bot#10,bot,others
12425,1218102755438428163,human#15,human,human
12426,949476815436906496,human#4,human,human
12427,929804056100556800,human#4,human,human
12428,1222912387574980609,bot#10,bot,others
12429,1490974593137332229,human#17,human,human
12430,1211300875458637825,bot#10,bot,others
12431,1655332535226753026,human#5,human,human
12432,1181817065684062208,bot#4,bot,gpt2
12433,1186465849277730817,human#10,human,human
12434,1397307465071579149,bot#24,bot,gpt3
12435,1004381812519591936,human#4,human,human
12436,908883949262442496,human#4,human,human
12437,1223413456579092481,human#7,human,human
12438,798861055036366848,human#4,human,human
12439,1154652314361159680,bot#22,bot,gpt2
12440,1167162288274411521,bot#12,bot,rnn
12441,1218186255889887232,bot#10,bot,others
12442,1622021490098184192,human#17,human,human
12443,1658212502826803201,bot#23,bot,chatgpt
12444,1218214337594028032,human#10,human,human
12445,1164552206881705984,human#10,human,human
12446,1216449799953633280,bot#10,bot,others
12447,1225589260054597633,human#12,human,human
12448,1220967854326964224,human#7,human,human
12449,956763010990665728,human#8,human,human
12450,1137295492172328960,bot#12,bot,rnn
12451,1227348872273391616,bot#12,bot,rnn
12452,1214085982858833921,human#15,human,human
12453,1224026263594995712,human#7,human,human
12454,1126149411241783296,human#10,human,human
12455,943541650701164544,bot#11,bot,others
12456,1165030865744945153,human#9,human,human
12457,1122105401149779968,bot#12,bot,rnn
12458,1210056103226200064,human#6,human,human
12459,1350962332810309632,bot#24,bot,gpt3
12460,938226629058248705,bot#11,bot,others
12461,1656067422112337921,bot#23,bot,chatgpt
12462,1189551283780194304,bot#11,bot,others
12463,715139916246552576,human#4,human,human
12464,1221719504964792325,bot#9,bot,gpt2
12465,881538038446292992,human#4,human,human
12466,1230160113467625473,bot#13,bot,gpt2
12467,1226316506864078848,human#7,human,human
12468,1201393066621337600,human#10,human,human
12469,933952482987741184,human#8,human,human
12470,1022493865922576384,human#10,human,human
12471,1183499940653195264,bot#12,bot,rnn
12472,855850469050257408,human#4,human,human
12473,942363894747508736,bot#11,bot,others
12474,1198301417049665541,bot#17,bot,gpt2
12475,1215312120843128832,human#7,human,human
12476,1583203090429186048,human#17,human,human
12477,1518395461253533696,human#16,human,human
12478,1201528736836775936,bot#12,bot,rnn
12479,1179108753599152129,bot#10,bot,others
12480,1130318250837889024,bot#22,bot,gpt2
12481,1209242389254156289,human#2,human,human
12482,714697161120817152,bot#16,bot,rnn
12483,875741877919789056,bot#20,bot,rnn
12484,1214290544450588672,bot#9,bot,gpt2
12485,1192970093015138304,bot#10,bot,others
12486,1052818062280351744,human#10,human,human
12487,1199354410230403074,bot#12,bot,rnn
12488,1594931859104096256,human#17,human,human
12489,1016891257673535488,human#10,human,human
12490,1215578533071859712,bot#14,bot,gpt2
12491,1147381951868747776,bot#12,bot,rnn
12492,1254191980323786753,human#9,human,human
12493,1084201562186993664,human#4,human,human
12494,1619770205919481863,bot#8,bot,gpt3
12495,1466814582186561540,bot#1,bot,gpt3
12496,1227502602746654722,bot#14,bot,gpt2
12497,1060213035074183169,human#4,human,human
12498,1594042498107654146,human#17,human,human
12499,1579592241705648134,human#17,human,human
12500,824069104621367296,human#8,human,human
12501,1354121536773361664,bot#24,bot,gpt3
12502,937592466206629888,bot#11,bot,others
12503,1594921414640926721,human#17,human,human
12504,962226290257428480,human#4,human,human
12505,1193918193288433664,human#10,human,human
12506,1653846460948156419,human#5,human,human
12507,1214677289062952965,human#7,human,human
12508,1126786242882879488,bot#12,bot,rnn
12509,1227479970139774981,human#6,human,human
12510,1270787621749309440,human#4,human,human
12511,712214459884945408,human#4,human,human
12512,1191549263102140416,human#10,human,human
12513,1187607003541098496,bot#12,bot,rnn
12514,1217965436119191553,human#12,human,human
12515,1187868115998101504,human#4,human,human
12516,1577053614794645504,human#17,human,human
12517,1237051885481275393,human#9,human,human
12518,856313687451328512,human#4,human,human
12519,1627417597355384834,bot#8,bot,gpt3
12520,1160741041458294784,human#2,human,human
12521,1653447855401468011,human#5,human,human
12522,1249899819532873729,human#4,human,human
12523,1655825371282001920,human#5,human,human
12524,1443251528173772808,bot#24,bot,gpt3
12525,1223767030102286337,human#10,human,human
12526,1222651835409977346,bot#4,bot,gpt2
12527,1261333554258157570,human#9,human,human
12528,1207636714417639425,bot#11,bot,others
12529,1101400250885918720,human#4,human,human
12530,1224543059724996608,human#10,human,human
12531,1220054549328814083,human#6,human,human
12532,1132916638708162560,bot#12,bot,rnn
12533,1198496504018657281,bot#10,bot,others
12534,1197319631158988800,human#12,human,human
12535,1179078545940733952,bot#10,bot,others
12536,1217597334374232064,bot#14,bot,gpt2
12537,1022224474689732613,human#4,human,human
12538,1104084716745965568,human#10,human,human
12539,1224722351125823491,human#12,human,human
12540,1083566307193147393,human#10,human,human
12541,1146333910596345858,human#4,human,human
12542,1257744766076420099,human#9,human,human
12543,1171438204777484289,bot#10,bot,others
12544,1207862428802916354,human#12,human,human
12545,1141036973118906368,human#2,human,human
12546,1195371378918117378,bot#4,bot,gpt2
12547,1223992787235831808,human#7,human,human
12548,721854872136654848,human#4,human,human
12549,1227260671424749569,human#7,human,human
12550,1193996066473103360,bot#4,bot,gpt2
12551,1198783601413890049,bot#17,bot,gpt2
12552,1212342228237963265,human#7,human,human
12553,1220254845820719104,bot#14,bot,gpt2
12554,1658310613414838272,bot#23,bot,chatgpt
12555,1150039464204308480,bot#12,bot,rnn
12556,1222519801580417028,bot#10,bot,others
12557,1210054882327224320,human#6,human,human
12558,1205110989907251200,human#13,human,human
12559,1655628353620127755,human#5,human,human
12560,1199087742036193280,bot#17,bot,gpt2
12561,1605928491484053504,human#1,human,human
12562,1266467847015927810,bot#1,bot,gpt3
12563,1244855033054855169,bot#1,bot,gpt3
12564,1654743555615670272,human#5,human,human
12565,1225388704480423936,bot#10,bot,others
12566,1625697014888427522,bot#8,bot,gpt3
12567,1206408639331745793,bot#10,bot,others
12568,723927374836948992,human#4,human,human
12569,1190238808840818688,bot#4,bot,gpt2
12570,1184645201924706305,bot#14,bot,gpt2
12571,1115911349480165377,human#4,human,human
12572,1215619301081845762,bot#9,bot,gpt2
12573,945262998746120192,bot#11,bot,others
12574,1214575389151875073,human#10,human,human
12575,1188551188570083332,bot#4,bot,gpt2
12576,1224014618496028673,bot#9,bot,gpt2
12577,1077606647093051393,human#3,human,human
12578,1014400434138562565,human#10,human,human
12579,1195763495997849601,bot#10,bot,others
12580,1014399995242352641,human#10,human,human
12581,1122920772744302593,bot#12,bot,rnn
12582,1240285491196559362,human#7,human,human
12583,1162795722397368321,human#2,human,human
12584,1124551521159532544,bot#12,bot,rnn
12585,1205368801438707713,human#12,human,human
12586,1222331544661938177,human#7,human,human
12587,1215438107241263104,bot#9,bot,gpt2
12588,1172057290628714496,bot#10,bot,others
12589,1220329778810687489,human#12,human,human
12590,1117135124594745350,human#10,human,human
12591,1222308374467022851,bot#13,bot,gpt2
12592,1576416911822184448,human#17,human,human
12593,1237065359225651200,human#9,human,human
12594,1611375026321727488,human#1,human,human
12595,1217179337541087232,human#11,human,human
12596,1280957371393531906,human#4,human,human
12597,1624626960902004738,bot#8,bot,gpt3
12598,933434279488393216,human#8,human,human
12599,1220690251561213952,human#12,human,human
12600,1124672314996477952,bot#12,bot,rnn
12601,1159935953433051136,human#11,human,human
12602,1218891275727847425,bot#3,bot,gpt2
12603,1194439422512525312,human#10,human,human
12604,1285965275603623937,bot#1,bot,gpt3
12605,1265123106882039809,bot#1,bot,gpt3
12606,1230614139162132480,human#7,human,human
12607,1382864816168169473,bot#24,bot,gpt3
12608,1198755941270859776,bot#17,bot,gpt2
12609,1163231601209118720,bot#2,bot,gpt2
12610,1186117401760264194,bot#4,bot,gpt2
12611,896106619213303808,human#4,human,human
12612,1242833268602519558,human#9,human,human
12613,1124296950373683200,bot#22,bot,gpt2
12614,1226475834699022336,bot#14,bot,gpt2
12615,791892596779921408,human#4,human,human
12616,1202631185052164096,human#12,human,human
12617,1233458427881410561,human#9,human,human
12618,1424465060798271488,bot#24,bot,gpt3
12619,1141322903729819648,bot#22,bot,gpt2
12620,1169719626185359360,human#4,human,human
12621,1203153291271720965,human#2,human,human
12622,1126212463509159937,bot#12,bot,rnn
12623,1190271524403466242,bot#4,bot,gpt2
12624,941276730538450945,bot#11,bot,others
12625,1213481575414763521,human#7,human,human
12626,1211341798330662912,human#7,human,human
12627,1179708924821413888,bot#4,bot,gpt2
12628,1371487348219908096,bot#1,bot,gpt3
12629,837018255273254912,human#8,human,human
12630,1162632440466120704,bot#12,bot,rnn
12631,1150797172440469504,bot#2,bot,gpt2
12632,1655282081461862401,bot#23,bot,chatgpt
12633,1044963803249737729,human#10,human,human
12634,1016682931631222784,human#10,human,human
12635,1192078682275373057,bot#4,bot,gpt2
12636,1186580237645008898,bot#12,bot,rnn
12637,1052818687273533440,human#10,human,human
12638,1215785427698741248,bot#10,bot,others
12639,1634363361562628096,human#17,human,human
12640,1280320684204404737,human#12,human,human
12641,1096439990169481216,human#10,human,human
12642,1223576733724614657,bot#14,bot,gpt2
12643,1171071764161552385,bot#14,bot,gpt2
12644,1176900493194346497,human#4,human,human
12645,1548798281517391873,human#17,human,human
12646,1222947513193373700,human#6,human,human
12647,1149347621133094912,bot#2,bot,gpt2
12648,1171208952131883009,bot#12,bot,rnn
12649,1027965284164890624,human#10,human,human
12650,1214795283533578240,bot#4,bot,gpt2
12651,1061418958983585792,human#10,human,human
12652,1601307171173543936,human#1,human,human
12653,1199225501400862720,bot#17,bot,gpt2
12654,1212860383066828801,bot#4,bot,gpt2
12655,1214816292022013952,bot#12,bot,rnn
12656,1168434602366533632,bot#22,bot,gpt2
12657,1221652849911746560,human#7,human,human
12658,1229752040039108608,human#12,human,human
12659,1272554821162356736,human#7,human,human
12660,949188871354331137,bot#11,bot,others
12661,1103929977513271298,human#5,human,human
12662,1189344876133044224,human#10,human,human
12663,1228549554150289409,human#6,human,human
12664,1228312578897727488,bot#4,bot,gpt2
12665,1225600064678252544,bot#2,bot,gpt2
12666,1215482430313783297,human#7,human,human
12667,534940462571089921,human#8,human,human
12668,1137012929260163072,human#10,human,human
12669,1244768848345169923,human#9,human,human
12670,1115094641290780673,human#10,human,human
12671,1128930086659317762,human#4,human,human
12672,1149133493919608832,bot#12,bot,rnn
12673,1165652338603745280,bot#12,bot,rnn
12674,1432109145159880707,bot#24,bot,gpt3
12675,1180250996464898048,bot#4,bot,gpt2
12676,1151640009218224129,bot#12,bot,rnn
12677,1591274420613820417,human#17,human,human
12678,1516846345285423117,human#17,human,human
12679,1195718190837334017,bot#10,bot,others
12680,716722789886083072,human#4,human,human
12681,1056504034520190976,human#8,human,human
12682,844778385909866500,human#4,human,human
12683,1187913234923130881,bot#4,bot,gpt2
12684,1073774813506727936,human#10,human,human
12685,1143999666054295552,bot#12,bot,rnn
12686,1053629117172658178,human#4,human,human
12687,1137408178490994689,human#4,human,human
12688,1201130582928957442,bot#17,bot,gpt2
12689,1166755662006816769,human#2,human,human
12690,1122014804141469697,bot#12,bot,rnn
12691,1208089293308211202,human#12,human,human
12692,948947275157422080,bot#11,bot,others
12693,1198660734424477696,human#10,human,human
12694,1201033218641686529,bot#10,bot,others
12695,1230611451431153666,human#12,human,human
12696,849641698489716736,human#4,human,human
12697,1172162985713758214,bot#10,bot,others
12698,1093696853705519104,bot#11,bot,others
12699,1217567135377084422,bot#14,bot,gpt2
12700,1212835906429714437,human#7,human,human
12701,1200314449568993280,bot#4,bot,gpt2
12702,1368343061877518336,bot#24,bot,gpt3
12703,1640516079503183872,human#17,human,human
12704,1229162063169277953,bot#3,bot,gpt2
12705,1533592158086627328,human#17,human,human
12706,1113626368703516672,human#4,human,human
12707,1094480858067550208,human#10,human,human
12708,1125459413177917441,human#4,human,human
12709,1194806657395679232,bot#4,bot,gpt2
12710,1202249075334115328,human#10,human,human
12711,1655272504812773385,human#5,human,human
12712,1032539072256831488,human#8,human,human
12713,1576263237019922432,human#17,human,human
12714,1633733876366589952,bot#23,bot,chatgpt
12715,1200048987690061824,bot#12,bot,rnn
12716,956679623068102656,human#8,human,human
12717,1118813712423346177,bot#12,bot,rnn
12718,1655258646123630592,human#5,human,human
12719,1176896645398548482,bot#4,bot,gpt2
12720,1007859903048773632,human#10,human,human
12721,1211813523581546496,human#12,human,human
12722,1207480670697725953,bot#2,bot,gpt2
12723,1173355844844441600,bot#10,bot,others
12724,932166475397267456,human#8,human,human
12725,1041869420115525632,bot#11,bot,others
12726,945776379970195456,bot#11,bot,others
12727,1090660318441689088,human#10,human,human
12728,1172494099598827520,human#4,human,human
12729,766462908222038017,human#4,human,human
12730,1068970992012120064,human#10,human,human
12731,1229098166072545281,bot#4,bot,gpt2
12732,1158545613761306624,human#4,human,human
12733,1224702376000528384,human#2,human,human
12734,944145630766567424,bot#11,bot,others
12735,1226412703737974787,bot#12,bot,rnn
12736,1176298452214353923,bot#2,bot,gpt2
12737,1220141605048311808,human#15,human,human
12738,1171541140220215297,bot#12,bot,rnn
12739,1207014890734534659,human#12,human,human
12740,1205334980055961600,human#12,human,human
12741,1179678222243356673,bot#4,bot,gpt2
12742,1023450620911448064,human#10,human,human
12743,1088093849593888769,human#10,human,human
12744,1199704465978187776,bot#10,bot,others
12745,1599223405806424065,human#1,human,human
12746,1186519440852049920,human#15,human,human
12747,1617302080867237889,human#1,human,human
12748,1034667162676285440,human#10,human,human
12749,1655974645990916096,human#5,human,human
12750,1555356679343992832,human#16,human,human
12751,1222928033243230208,human#7,human,human
12752,1191772818926702598,human#2,human,human
12753,1208353709215731714,bot#12,bot,rnn
12754,1223040184758849536,human#7,human,human
12755,1218228778586886145,bot#12,bot,rnn
12756,1033005852347658241,human#10,human,human
12757,1215649529824833537,bot#10,bot,others
12758,1225496779556376576,human#7,human,human
12759,1106393067156733952,human#10,human,human
12760,1229483678197145600,bot#21,bot,gpt2
12761,1202351566696546304,human#15,human,human
12762,1217279807370625025,human#7,human,human
12763,1088088145332064259,human#10,human,human
12764,1109108387030065152,human#10,human,human
12765,780795326193995776,bot#16,bot,rnn
12766,1656164639179415553,bot#23,bot,chatgpt
12767,1177198633755660290,bot#4,bot,gpt2
12768,1406349124107124747,bot#24,bot,gpt3
12769,1206636859977154560,bot#4,bot,gpt2
12770,1424465049226256386,bot#24,bot,gpt3
12771,1181537006565748737,bot#12,bot,rnn
12772,1599159419933052928,human#1,human,human
12773,948051225798463488,human#4,human,human
12774,1516927498646392834,human#17,human,human
12775,1217431240057466880,bot#9,bot,gpt2
12776,1060218127718375424,human#4,human,human
12777,1334931894962622464,bot#1,bot,gpt3
12778,1189255076797435911,bot#4,bot,gpt2
12779,1171782732864557058,bot#12,bot,rnn
12780,989316859441840128,human#4,human,human
12781,1224094201383505921,human#7,human,human
12782,1421129129404084233,bot#24,bot,gpt3
12783,1350962302237990913,bot#24,bot,gpt3
12784,1214214513945436163,bot#9,bot,gpt2
12785,1230341307345883171,bot#13,bot,gpt2
12786,740751293774483456,bot#16,bot,rnn
12787,1195523380100730880,bot#4,bot,gpt2
12788,1209508073343049729,human#10,human,human
12789,1407732434582609921,bot#24,bot,gpt3
12790,1658173778474713088,bot#23,bot,chatgpt
12791,1226473101640138753,bot#12,bot,rnn
12792,1127255201788731392,human#10,human,human
12793,1137818230171377669,human#4,human,human
12794,876050454853103616,bot#20,bot,rnn
12795,1185555701180981249,bot#4,bot,gpt2
12796,1227985790929657864,bot#13,bot,gpt2
12797,1219966918725074944,human#12,human,human
12798,1011993957583151104,human#10,human,human
12799,1205314144066514945,bot#4,bot,gpt2
12800,1603957320177827841,human#1,human,human
12801,1148303057429639171,bot#2,bot,gpt2
12802,1191354443326881792,bot#10,bot,others
12803,981528550850273281,human#3,human,human
12804,1490975877168984065,human#17,human,human
12805,1170514375297253381,bot#12,bot,rnn
12806,1177807646042120197,human#3,human,human
12807,1139198028244406279,bot#12,bot,rnn
12808,1225929613701873665,human#7,human,human
12809,1655949932938002434,human#5,human,human
12810,1503125171745411073,human#17,human,human
12811,1137012593216933890,human#2,human,human
12812,1190154754782986240,bot#4,bot,gpt2
12813,1369358749282922499,bot#24,bot,gpt3
12814,1179781950682189830,human#10,human,human
12815,865241902555312128,human#4,human,human
12816,1064550812741918720,human#10,human,human
12817,1206088784388874240,bot#12,bot,rnn
12818,1096828792482320385,human#10,human,human
12819,1229314539679817728,bot#13,bot,gpt2
12820,933575992743944193,bot#11,bot,others
12821,1171873329759678464,bot#12,bot,rnn
12822,1215703290937212933,human#6,human,human
12823,1206120124316635136,bot#17,bot,gpt2
12824,1218684502685429760,bot#13,bot,gpt2
12825,1049125169174786048,human#10,human,human
12826,1131738876253368320,bot#12,bot,rnn
12827,1175137584541880321,bot#10,bot,others
12828,1205283693331468288,bot#4,bot,gpt2
12829,1225915620157526016,human#6,human,human
12830,1227259352655880194,human#7,human,human
12831,1149888469138694147,bot#12,bot,rnn
12832,1127736020986765318,human#11,human,human
12833,1273057964123992064,human#9,human,human
12834,1578433643437264896,human#17,human,human
12835,1201316804372680705,bot#2,bot,gpt2
12836,876052387915542528,bot#20,bot,rnn
12837,1202293742083829760,bot#4,bot,gpt2
12838,1181513062618021889,bot#4,bot,gpt2
12839,1205527046857711616,bot#4,bot,gpt2
12840,796163414443880448,bot#16,bot,rnn
12841,1156385994368847872,bot#2,bot,gpt2
12842,1211222611901833216,bot#12,bot,rnn
12843,1627055465757835270,bot#8,bot,gpt3
12844,1216129691498745859,bot#4,bot,gpt2
12845,1192502003701673984,bot#10,bot,others
12846,1496698374241742854,human#17,human,human
12847,1659038104127414277,bot#23,bot,chatgpt
12848,1652903407374544896,human#5,human,human
12849,950819616002949120,bot#11,bot,others
12850,1227832056752701440,bot#12,bot,rnn
12851,1224724294627815425,bot#13,bot,gpt2
12852,1177077839327301632,bot#4,bot,gpt2
12853,1181929592728109059,bot#12,bot,rnn
12854,1222530772524883968,human#7,human,human
12855,1043038251458547714,human#8,human,human
12856,1230483040427749378,bot#4,bot,gpt2
12857,893695502285389824,human#8,human,human
12858,717081323484094465,bot#16,bot,rnn
12859,1214683666389118976,human#9,human,human
12860,1218480760027521024,bot#4,bot,gpt2
12861,1222002774344253440,human#15,human,human
12862,1248289690643361797,bot#1,bot,gpt3
12863,1659025947176357888,bot#23,bot,chatgpt
12864,1222095397998485505,bot#4,bot,gpt2
12865,1600781999777918977,human#1,human,human
12866,1187796546324221954,human#9,human,human
12867,1145388819643957248,bot#12,bot,rnn
12868,1133863905095086080,human#4,human,human
12869,1061030072163872768,human#4,human,human
12870,1220539497584062464,human#7,human,human
12871,1634349504358158336,human#17,human,human
12872,1654176537686441984,bot#23,bot,chatgpt
12873,1155173292191281152,bot#12,bot,rnn
12874,1200253045285609473,bot#4,bot,gpt2
12875,1221221210912149504,bot#13,bot,gpt2
12876,1632831142880759808,bot#23,bot,chatgpt
12877,1532593991052537856,human#17,human,human
12878,1184919293290377216,bot#12,bot,rnn
12879,1124405272305209344,human#10,human,human
12880,1222345014858145792,human#2,human,human
12881,1221154853839228928,human#7,human,human
12882,1161695995278716930,human#11,human,human
12883,1171619401407201280,bot#10,bot,others
